district_id,funding_year,name,state_code,num_students,ia_bw_mbps_total,ia_monthly_cost_total,projected_bw_fy2018,fit_for_ia,fit_for_ia_cost,sea_name,ss_name,state_network,projected_mrc_1g,projected_mrc_10g,multiple_10G_no_oversub,projected_mrc_10g_10kplus_no_oversub,total_projected_cost
889865,2019,Bremen City School District,GA,2278.0,500,1982.4494649027545,2278.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889866,2019,Brooks County School District,GA,2129.0,500,3727.125496390678,2129.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889867,2019,Bryan County School District,GA,8941.0,1900,8895.575318566956,7599.85,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889868,2019,Buford City School System,GA,4597.0,1500,3536.884451342389,4597.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889869,2019,Bulloch County School District,GA,10547.0,2000,5686.311113401823,8964.95,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,2.0,5000.0,5000.0
889870,2019,Burke County Board Of Education,GA,4283.0,500,998.211188840429,4283.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889871,2019,Butts County School District,GA,3444.0,1500,2787.503809097931,3444.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889872,2019,Calhoun City School District,GA,4081.0,1000,1322.8452046831171,4081.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889873,2019,Calhoun County School District,GA,641.0,600,3388.850226954638,641.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,890.0,0.0,0.0,0.0,890.0
889874,2019,Camden County Board Of Education,GA,9199.0,3000,7773.094941896593,7819.15,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889875,2019,Candler County School District,GA,2193.0,1400,3228.8167983019052,2193.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889876,2019,Carroll County School District,GA,14842.0,4400,11141.878796350607,10389.4,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,2.0,5000.0,5000.0
889877,2019,Carrollton City School District,GA,5053.0,900,2541.451227459885,5053.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889878,2019,Cartersville City School District,GA,4402.0,1400,2923.7389220816176,4402.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889879,2019,Catoosa County School District,GA,10690.0,2100,9972.141834859722,7483.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,2.0,5000.0,5000.0
889880,2019,Charlton County School System,GA,1689.0,800,2820.5940457509887,1689.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889882,2019,Chattahoochee Co School District,GA,847.0,300,896.0650424814016,847.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,890.0,0.0,0.0,0.0,890.0
889883,2019,Chattooga County School District,GA,2839.0,1600,6745.853064468358,2413.15,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889884,2019,Cherokee County School District,GA,41916.0,10700,13303.853920484573,29341.2,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,5.0,12500.0,12500.0
889885,2019,Chickamauga City School District,GA,1300.0,1300,2123.150195071809,1300.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889902,2019,City Schools Of Decatur,GA,5230.0,800,1218.6570155581237,4445.5,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889886,2019,Clarke County School District,GA,13447.0,4100,5853.92385625432,9412.9,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,2.0,5000.0,5000.0
889887,2019,Clay County,GA,227.0,300,1818.956180216385,227.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,890.0,0.0,0.0,0.0,890.0
889888,2019,Clayton County Public Schools,GA,54345.0,11100,6595.260193213429,21738.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,6.0,15000.0,15000.0
889889,2019,Clinch County School District,GA,1387.0,300,1850.5172773573838,1387.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889890,2019,Cobb County School District,GA,111293.0,11100,8007.642400097565,18919.81,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,12.0,30000.0,30000.0
889891,2019,Coffee County School System,GA,7704.0,2200,5817.389217564012,6548.4,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889892,2019,Colquitt Co School District,GA,9697.0,3400,10903.044447393331,8242.45,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889893,2019,Columbia County Board Of Education,GA,26914.0,3000,2595.7118693558973,18839.8,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,3.0,7500.0,7500.0
889894,2019,Commerce City School District,GA,1585.0,450,2712.324430145244,1585.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889895,2019,Cook County School District,GA,3243.0,1400,4007.435032782982,3243.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889896,2019,Coweta County School System,GA,22567.0,4800,6604.129378604241,15796.9,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,3.0,7500.0,7500.0
889897,2019,Crawford County School District,GA,1665.0,800,4233.831057534278,1665.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889898,2019,Crisp County School District,GA,3894.0,1100,3054.777338161249,3894.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889899,2019,Dade County School District,GA,2190.0,1400,4128.785174774816,2190.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889900,2019,Dalton Public School District,GA,8148.0,4900,13739.999499573154,6925.8,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889901,2019,Dawson County School District,GA,3437.0,2700,6009.14335420139,2921.45,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889904,2019,DeKalb County School District,GA,97916.0,33300,13733.21309280865,16645.72,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,10.0,25000.0,25000.0
889903,2019,Decatur County Board Of Education,GA,5253.0,2800,5219.282795932471,4465.05,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889905,2019,Dodge County School District,GA,3186.0,900,3490.654185768295,3186.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889906,2019,Dooly County School System,GA,1325.0,300,1848.8303911308822,1325.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889907,2019,Dougherty County School System,GA,14946.0,7300,6770.2084119563515,10462.2,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,2.0,5000.0,5000.0
889908,2019,Douglas County School System,GA,25560.0,4500,4312.56245079649,17892.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,3.0,7500.0,7500.0
889909,2019,Dublin City School District,GA,2512.0,1200,2697.27610001568,2512.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889911,2019,Early County School District,GA,2158.0,300,1871.4945238192029,2158.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889912,2019,Echols County Board Of Education,GA,823.0,300,2107.502054264691,823.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,890.0,0.0,0.0,0.0,890.0
889913,2019,Effingham County School District,GA,11988.0,4300,4085.4776142468045,10189.8,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,2.0,5000.0,5000.0
889914,2019,Elbert County School District,GA,2893.0,600,1039.2022879559563,2893.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889915,2019,Emanuel County School District,GA,4392.0,800,3579.9868436579886,3733.2,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889916,2019,Evans County School District,GA,1857.0,1000,1262.334963267961,1857.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889917,2019,Fannin County School District,GA,2923.0,2500,5344.638523226844,2923.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889918,2019,Fayette County Board Of Education,GA,20115.0,12400,14035.345749130336,14080.5,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,3.0,7500.0,7500.0
889919,2019,Floyd County School District,GA,9949.0,3400,5449.97082366879,6964.3,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889920,2019,Forsyth County School District,GA,46238.0,27500,22848.566215177158,32366.6,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,5.0,12500.0,12500.0
889921,2019,Franklin County School District,GA,3700.0,700,3089.2790167428407,3145.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889922,2019,Fulton County School District,GA,91956.0,17300,9818.114352325589,36782.4,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,10.0,25000.0,25000.0
889923,2019,Gainesville City School District,GA,7964.0,800,5793.043256578374,6769.4,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889924,2019,Gilmer County School District,GA,4175.0,1200,6302.202741865232,3548.75,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889925,2019,Glascock County School District,GA,588.0,250,2235.5282113094026,588.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,890.0,0.0,0.0,0.0,890.0
889926,2019,Glynn County School District,GA,13331.0,1700,1738.2977465402194,9331.7,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,2.0,5000.0,5000.0
889927,2019,Gordon County School District,GA,6677.0,3100,5205.256763457283,5675.45,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889928,2019,Grady County School District,GA,4681.0,1700,3792.989910100875,3978.85,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889929,2019,Greene County School District,GA,2476.0,2500,2827.8866176906145,2476.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889930,2019,Griffin-Spalding County Schools,GA,10305.0,3800,5659.656815549994,7213.5,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,2.0,5000.0,5000.0
889931,2019,Gwinnett County Public Schools,GA,177212.0,32900,28551.156160819544,70884.8,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,18.0,45000.0,45000.0
889932,2019,Habersham County School District,GA,6883.0,3400,6881.481578984047,5850.55,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889933,2019,Hall County School System,GA,27229.0,11300,10157.97233970022,19060.3,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,3.0,7500.0,7500.0
889934,2019,Hancock County School District,GA,953.0,450,2578.8190737718724,953.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,890.0,0.0,0.0,0.0,890.0
889935,2019,Haralson County Board Of Education,GA,3484.0,1600,6055.282122792448,2961.4,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889936,2019,Harris County School District,GA,5275.0,1700,3341.0113684644557,4483.75,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889937,2019,Hart County School District,GA,3480.0,1000,3192.223291422996,3480.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889938,2019,Heard County School District,GA,2054.0,700,1997.4349082134581,2054.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889939,2019,Henry County School District,GA,41930.0,20000,15134.874830277653,29351.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,5.0,12500.0,12500.0
889940,2019,Houston County School District,GA,29003.0,13700,10109.319052052058,20302.1,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,3.0,7500.0,7500.0
889941,2019,Irwin County School District,GA,1760.0,400,3360.6658025587567,1760.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889942,2019,Jackson County School District,GA,7568.0,3200,13230.188951002654,6432.8,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889943,2019,Jasper County School District,GA,2422.0,400,969.8673942030164,2422.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889944,2019,Jeff Davis Co School District,GA,3143.0,3400,5464.484248546689,3143.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889945,2019,Jefferson City School District,GA,3620.0,1000,3196.0323893538066,3620.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889946,2019,Jefferson County School District,GA,2685.0,600,1033.5430567444669,2282.25,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889947,2019,Jenkins County School District,GA,1172.0,2500,2413.567591249354,1172.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889948,2019,Johnson County,GA,1166.0,300,904.7443441951764,1166.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889950,2019,Jones County School District,GA,5370.0,700,1961.7361134889338,4564.5,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889951,2019,Lamar County School District GA,GA,2736.0,400,978.4106567049764,2736.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889952,2019,Lanier County School District,GA,1773.0,400,2217.439504509475,1773.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889910,2019,Laurens County School District,GA,6484.0,1300,2651.7756498812378,5511.4,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889954,2019,Lee County School District,GA,6447.0,1800,4251.76895971381,5479.95,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889955,2019,Liberty County School District,GA,10020.0,3200,9902.022580476558,8517.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,2.0,5000.0,5000.0
889957,2019,Lincoln County School District,GA,1193.0,300,1845.2389559389756,1193.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889958,2019,Long County School District,GA,3582.0,600,3351.658491344015,3582.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889959,2019,Lowndes County School District,GA,10681.0,1300,2419.196964278455,9078.85,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,2.0,5000.0,5000.0
889960,2019,Lumpkin County School District,GA,3822.0,4500,9069.098373511119,3822.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889961,2019,Macon County School System,GA,1437.0,300,1851.8776694755304,1437.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889962,2019,Madison County School District,GA,4903.0,1200,4918.030051105446,4167.55,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889963,2019,Marietta City School District,GA,8932.0,5200,4957.300447985691,7592.2,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889964,2019,Marion County School District,GA,1458.0,400,2208.869034165152,1458.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889965,2019,Mcduffie County School District,GA,4133.0,600,1072.9400124859897,3513.05,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889967,2019,Mcintosh County School District,GA,1636.0,900,16413.712030105755,1636.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889968,2019,Meriwether Co School District,GA,2582.0,5700,6911.7406489810855,2194.7,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889969,2019,Miller County School District,GA,1036.0,300,901.2073246879954,1036.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889970,2019,Mitchell County School District,GA,1561.0,1100,3093.681441928534,1561.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889971,2019,Monroe County School District,GA,4054.0,1000,3060.7905929393182,4054.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889972,2019,Montgomery County School District,GA,917.0,600,3232.729591446807,917.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,890.0,0.0,0.0,0.0,890.0
889973,2019,Morgan County School District,GA,3152.0,4000,5548.819119127956,3152.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889974,2019,Murray County School District,GA,7471.0,6100,4956.26979029345,6350.35,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889975,2019,Muscogee County School District,GA,31590.0,5400,3322.4557402449577,12636.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,4.0,10000.0,10000.0
889976,2019,Newton County School District,GA,19682.0,6200,7998.564753387188,13777.4,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,2.0,5000.0,5000.0
889977,2019,Oconee County School District,GA,7503.0,1500,2814.9504412490637,6377.55,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889978,2019,Oglethorpe Co School District,GA,2112.0,500,4926.662963070508,2112.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889979,2019,Paulding County School District,GA,29018.0,3300,2706.647169687502,20312.6,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,3.0,7500.0,7500.0
889980,2019,Peach County School District,GA,3639.0,600,1059.499338358702,3093.15,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889981,2019,Pelham City School District,GA,1482.0,800,3212.6620223818622,1482.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889982,2019,Pickens County School District,GA,4403.0,2700,6935.426129923981,3742.55,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889983,2019,Pierce County School District,GA,3656.0,600,1557.1518716788719,3656.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889984,2019,Pike County School District (Boe),GA,3328.0,400,994.517699383831,3328.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889985,2019,Polk County School District,GA,7780.0,4100,10740.267013583596,6613.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889988,2019,Pulaski County School District,GA,1373.0,400,3350.136367564303,1373.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889989,2019,Putnam County School District,GA,2965.0,900,2494.0112526060875,2965.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889990,2019,Quitman County School District,GA,333.0,200,1948.4302115068556,333.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,890.0,0.0,0.0,0.0,890.0
889991,2019,Rabun County School District,GA,2255.0,500,2630.5536845284073,2255.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889992,2019,Randolph County School District,GA,990.0,300,1839.7157639393006,990.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,890.0,0.0,0.0,0.0,890.0
889993,2019,Richmond County School District,GA,30866.0,7700,7302.757262374196,12346.4,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,4.0,10000.0,10000.0
889994,2019,Rockdale County Public Schools,GA,18490.0,12800,12920.203005290576,12943.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,2.0,5000.0,5000.0
889995,2019,Rome City School District,GA,6284.0,2900,4863.834081408652,5341.4,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889881,2019,Savannah-Chatham County Public Schools,GA,38047.0,6200,5301.826778382397,15218.8,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,0.0,4.0,10000.0,10000.0
889996,2019,Schley County Board Of Educ,GA,1311.0,200,1975.0394813378011,1311.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889997,2019,Screven County School District,GA,2328.0,1300,3126.119857020901,2328.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889998,2019,Seminole County School District,GA,1538.0,1000,3139.3856615541863,1538.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
889999,2019,Social Circle City Schools,GA,1732.0,900,2732.823982972595,1732.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
890000,2019,Stephens County School District,GA,4087.0,2500,8995.508451737294,3473.95,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
890001,2019,Stewart County School District,GA,513.0,300,886.9776231321831,513.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,890.0,0.0,0.0,0.0,890.0
890002,2019,Sumter County Schools,GA,4700.0,1700,2690.366859105771,3995.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
890003,2019,Talbot County School District,GA,491.0,100,1619.0590506001986,491.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,890.0,0.0,0.0,0.0,890.0
890004,2019,Taliaferro County,GA,153.0,200,1729.8127998815282,153.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,890.0,0.0,0.0,0.0,890.0
890005,2019,Tattnall County School District,GA,3762.0,900,3957.9859029693425,3197.7,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
890006,2019,Taylor County School District,GA,1462.0,1000,5254.887865534603,1462.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
890007,2019,Telfair County School District,GA,1741.0,400,2960.148853553861,1741.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
890008,2019,Terrell County School District,GA,1419.0,700,3558.037928312998,1419.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
890009,2019,Thomas County Board Of Education,GA,5847.0,2700,5007.974254296051,4969.95,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
890020,2019,Thomaston-Upson County Public School System,GA,4180.0,2400,4982.9287810770475,4180.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
890010,2019,Thomasville City School District,GA,2935.0,1100,3221.3750173351996,2935.0,True,True,GEORGIA DEPARTMENT OF EDUCATION,GA,True,0.0,2500.0,0.0,0.0,2500.0
